,userId,movieId
86483,560,69134
50006,322,1199
99255,608,4369
7232,50,7247
29601,202,2011
85725,555,2877
62847,414,1552
57976,380,105585
15596,103,410
91103,590,7036
16584,105,40815
16680,105,69122
97049,604,19
56092,371,1199
87388,563,7380
16575,105,36363
54897,364,805
92325,597,1270
99390,608,6764
36003,246,1527
36576,249,2858
62173,412,1234
22781,156,1078
65046,415,2858
3010,20,1018
55921,369,1967
63375,414,3270
48244,313,32
22139,146,3868
71017,453,2805
100426,610,74075
6770,45,3285
99665,610,1982
42368,288,1396
47400,307,6374
60600,391,1952
4158,27,2532
19512,125,135143
23136,159,318
100208,610,47404
80093,503,1206
21313,140,2497
8913,62,27831
26088,181,981
53100,351,4993
45850,304,1275
35613,240,208
31383,217,2798
58387,381,6863
26964,182,6067
2698,19,2206
74865,474,8044
54036,356,7137
58121,381,344
6434,44,36
95044,599,153236
86794,561,3105
71298,456,1405
47344,307,5524
67604,438,165
1462,15,1347
81567,517,539
94806,599,86142
21536,140,5358
33039,225,3052
79954,500,1910
64745,414,67255
6399,43,539
68932,448,1911
51764,334,31658
30822,216,2863
71071,453,3752
94319,599,8622
29989,208,1277
68342,443,356
19743,129,3556
98744,608,379
36397,249,293
22595,153,173145
990,7,8957
14631,91,6218
92630,599,11
64888,414,106916
63282,414,2979
60727,391,3910
38262,263,509
27751,187,27879
33478,226,8464
12326,76,4963
53912,356,1747
45594,301,3408
35643,240,355
17864,111,168248
79515,495,344
5320,36,1500
41523,282,1704
3401,21,8636
28821,199,4022
27453,186,2662
97267,605,6624
14156,91,185
97903,606,3538
65403,419,8641
78926,489,5991
34354,232,27904
97182,605,1032
10305,66,7361
38407,263,6218
4263,28,1042
32897,223,6874
97334,605,56171
66334,427,5364
44270,294,2471
77692,483,7373
81461,514,177763
84534,543,364
13209,84,691
90037,585,54503
76095,479,1372
8305,57,1726
43150,288,56145
81902,517,96518
23166,159,4022
20404,135,1197
95221,600,700
68792,448,1020
12524,79,3029
39256,274,93
81033,512,454
16441,105,5888
87495,563,100527
92521,597,2521
19751,129,3996
10107,66,1541
21703,141,344
36258,247,7153
50619,326,142448
69500,448,6059
29223,200,45106
6512,45,316
90072,586,1097
34188,232,6212
82975,525,59126
88312,570,1270
18816,121,435
32123,220,2028
28278,196,364
18272,116,367
87818,567,1907
56498,375,318
20368,135,427
97354,605,72165
72737,469,2289
91634,594,3004
50025,322,1923
90011,585,2447
96613,603,2194
87227,562,4776
25297,177,4085
46238,305,8644
68655,448,1
48933,317,74789
60126,387,8838
9023,62,87430
38296,263,1307
19045,122,72407
46166,305,4369
52920,347,592
84343,541,196
30127,210,95167
51442,332,1729
58575,382,215
20327,134,442
4786,29,1213
46303,305,52281
92159,597,1
70797,452,3301
61481,405,4239
76398,480,1278
27235,184,176101
77476,483,2378
32946,224,2174
39556,274,1997
69270,448,3967
92747,599,316
58813,382,101362
71522,461,480
51931,337,266
66057,425,2529
64785,414,72998
34172,232,5952
97155,605,367
41904,286,1923
52174,339,8644
79019,489,45447
84240,538,58559
71438,460,318
79692,495,73290
6844,45,5582
21055,139,81229
49518,318,61323
42276,288,1126
45385,298,105037
14904,95,1208
55857,368,3984
71960,462,107702
35035,234,2231
72634,469,1372
99409,608,7076
66821,432,475
61149,399,5952
66142,425,6754
87520,563,118997
58153,381,780
48988,318,29
9726,64,3273
67593,438,71
7581,51,2374
5422,38,376
91563,594,1036
73814,474,2463
98098,606,5733
59595,387,2291
21988,144,288
96680,603,2532
79904,499,48394
22514,153,30707
55302,367,3061
100380,610,68954
8653,59,969
28950,200,318
21466,140,4368
73477,474,1292
14556,91,4027
96962,603,3996
37191,249,94864
21710,141,520
21931,143,8533
2233,18,119145
88091,567,134130
74503,474,5820
21965,143,103335
53394,352,69844
93308,599,2092
73894,474,2792
6921,47,141
58408,381,8368
85303,555,88
73668,474,2054
81210,514,2078
2179,18,88094
55689,368,2412
25791,177,111759
60113,387,8507
50235,325,532
76610,480,3723
54727,361,32587
94815,599,86898
49979,322,50
63563,414,3993
71644,462,1278
93615,599,3256
19473,125,108727
99215,608,3994
54913,365,1196
29626,202,2262
1795,18,293
5865,41,122882
46149,305,3996
8716,59,3230
82449,523,37729
95479,600,2485
4084,27,783
69184,448,3327
87217,562,4128
48396,313,2003
74357,474,4874
100046,610,8376
10987,68,4343
37247,249,102445
63624,414,4148
51551,332,7361
72198,465,1179
19324,125,8957
91702,594,7169
68755,448,608
14309,91,1258
46966,307,1441
67403,436,371
85089,552,4254
97607,606,1306
6097,42,2094
13827,89,78637
21930,143,7444
19092,122,103772
66333,427,5349
49943,321,317
61058,397,1244
23352,160,1198
13455,86,7147
43527,292,590
80472,509,2761
28027,192,432
32891,223,5445
74756,474,7121
10282,66,6807
88120,567,145839
9683,64,2700
27408,186,2021
85947,558,2568
21027,139,59615
44415,295,1488
71357,458,62
52263,339,69784
97518,606,961
83252,527,2115
74042,474,3330
6234,42,3502
99069,608,2606
80895,510,2395
50667,327,51255
47094,307,2478
94279,599,7707
80200,504,3783
85334,555,344
49698,318,91529
37950,259,442
23249,160,173
29274,201,34
26815,182,4728
82304,522,5010
87922,567,65261
90969,590,3793
10612,68,1552
49000,318,165
84715,547,1199
6524,45,370
70258,448,113348
1029,8,21
53521,353,173
97815,606,2779
47129,307,2787
23271,160,364
69776,448,60756
17144,109,355
49294,318,6373
61928,410,2243
94379,599,26590
70945,453,1665
3286,21,2052
88919,573,58559
77137,482,1923
87610,564,73266
48498,313,3386
47895,309,4326
46420,305,74458
21556,140,5620
59823,387,4210
68662,448,19
38311,263,1693
31753,219,3082
83538,533,1214
34038,232,3483
62063,411,272
10929,68,3798
93315,599,2116
35855,244,6
77643,483,5541
61967,410,3450
84873,551,49272
59829,387,4239
98052,606,4993
5140,33,1678
42722,288,3100
40694,275,1297
5170,33,2355
89971,584,477
83769,534,8371
73885,474,2757
18225,115,2719
41769,284,276
42514,288,2135
55842,368,3836
65595,421,527
86188,560,1676
77443,483,2054
30825,216,2924
98220,606,7092
39043,269,95
84625,545,44
20658,136,234
68086,438,7175
81537,517,107
87074,561,134130
3129,20,4022
90149,586,54001
22087,144,6591
48784,316,4027
55684,368,2404
48315,313,1198
26880,182,5293
21172,140,832
93248,599,1909
86999,561,79132
43964,294,21
62526,414,524
59185,386,163
16678,105,68554
59320,387,741
73010,471,6539
70015,448,92198
20609,135,4638
1291,11,780
59891,387,4985
16931,105,175397
76574,480,3253
24431,169,2571
83808,534,45186
45622,301,8368
1706,17,1213
97343,605,63853
10464,68,546
85559,555,2011
96616,603,2243
97879,606,3306
17471,111,6944
97340,605,61401
70075,448,97470
75232,475,2716
69736,448,52730
24894,176,589
53535,353,236
3566,21,105954
39622,274,2324
51880,336,3174
76220,479,5471
43100,288,37736
14484,91,2992
18276,116,500
63205,414,2706
65846,424,30825
47195,307,3616
75033,474,27904
70058,448,95744
58910,384,1206
75105,474,42002
85042,552,2991
63811,414,4915
32627,222,1097
71008,453,2692
33387,226,4993
32567,221,27815
83566,533,83134
26029,181,339
51916,337,76
95218,600,662
47221,307,3949
2638,19,2002
52660,345,838
59887,387,4963
79701,495,80906
90034,585,27373
77141,482,2068
99869,610,4958
59003,385,305
8395,57,2642
4101,27,1101
53598,354,353
5074,33,452
47088,307,2423
63522,414,3835
29821,203,59315
37159,249,90866
48101,312,1387
38858,267,1175
79671,495,56174
55650,368,2112
52290,339,83613
34575,232,51575
77159,482,3130
87031,561,95875
99868,610,4902
29570,202,1580
74664,474,6807
55930,369,2427
89218,578,2496
92423,597,2001
85950,558,3186
49534,318,64839
40693,275,1296
15934,103,122886
30122,210,88125
73730,474,2182
73137,474,140
52620,344,4022
82101,520,4022
43259,290,938
21678,140,44399
40523,274,72011
86959,561,52973
49277,318,5816
11075,68,5673
33081,226,277
44896,298,6188
53771,354,7361
11906,73,64957
76347,480,1028
41472,282,296
85398,555,849
38268,263,593
703,6,318
59742,387,3455
59550,387,2010
17349,111,2918
81538,517,110
42129,288,87
58508,381,52975
60863,393,5669
38885,267,2861
60019,387,6957
48662,314,536
28718,199,1645
24833,174,590
83817,534,47200
100394,610,70946
100155,610,38038
19200,124,1405
73683,474,2087
9899,64,8528
36010,246,1884
51810,335,110
9342,63,8376
30699,215,5782
26032,181,350
26840,182,4898
87995,567,101142
27658,187,4034
65111,416,2959
88934,573,68157
14201,91,435
33397,226,5323
31122,217,1377
63810,414,4909
95776,600,8644
54417,357,6593
9880,64,7254
79384,492,849
69172,448,3258
40057,274,6503
63805,414,4899
32292,221,778
16320,105,2959
66319,427,5107
79057,489,59615
97574,606,1230
96784,603,2948
94135,599,6378
26507,182,2617
7279,50,50872
83443,530,339
10722,68,2167
28085,194,5060
16943,106,5349
95481,600,2500
17583,111,55276
10186,66,3063
13047,83,27397
98198,606,6973
26817,182,4735
47197,307,3623
61704,408,119145
63382,414,3298
30882,216,4025
46001,305,924
15512,102,23
87636,564,93270
81233,514,2377
88738,573,1221
72810,469,2851
63410,414,3425
62168,412,1199
97007,603,4641
88534,572,356
80212,504,4447
60370,390,6218
37552,253,66097
27583,187,1136
75351,475,139385
19805,129,33166
6561,45,788
33878,231,593
9496,64,587
91799,596,1372
70139,448,103042
1718,17,1358
66984,432,33660
53962,356,3253
77626,483,4995
93481,599,2692
62069,411,288
9424,63,112852
10488,68,653
13292,84,1186
6489,45,69
74532,474,6020
63500,414,3755
60846,393,4022
92714,599,218
97642,606,1612
4746,28,64983
48240,312,5991
59787,387,3838
86217,560,2692
6211,42,3253
60247,387,54116
17881,111,171891
12964,83,541
19834,130,296
42878,288,4019
89608,580,5881
87255,562,7147
100649,610,104944
39421,274,1200
24416,169,1967
93074,599,1275
98946,608,1707
73974,474,3098
14535,91,3785
3671,22,1223
10513,68,923
28531,198,4011
42225,288,920
51664,334,318
36369,248,171011
94717,599,69757
68730,448,492
82476,523,122904
90036,585,48516
27356,186,1035
1430,14,592
98491,607,204
23419,160,1678
48300,313,1036
66800,432,19
20304,134,110
33210,226,1884
33020,225,2361
68573,446,597
60917,393,76251
76498,480,2371
77887,483,91653
99803,610,4034
24718,171,1367
69090,448,2762
35901,244,1288
76967,480,37380
22644,155,575
46639,306,31685
85566,555,2054
13302,84,1200
2751,19,2468
65648,422,1272
32237,220,60072
5934,42,381
81341,514,5433
65991,425,1275
13371,85,527
4709,28,60647
15354,100,1091
2423,19,762
15834,103,50912
38537,265,780
51351,331,112852
38309,263,1680
98479,607,1
46242,305,8961
30808,216,2300
1405,14,337
16055,104,2794
52606,344,2762
77871,483,88140
41053,278,1635
34956,234,736
74610,474,6422
90058,586,380
74140,474,3755
91719,594,8533
96208,603,441
10440,68,379
67471,437,43
86853,561,4963
74818,474,7614
91073,590,6188
55013,365,51662
55598,368,1645
46667,306,84944
23481,160,2253
59054,385,590
72423,468,47
19532,125,148956
12532,79,3576
59691,387,2993
32697,222,4022
94380,599,26593
82334,522,46578
80548,509,6541
33907,232,150
84281,539,68954
24551,169,6345
76663,480,4255
17188,109,590
70643,452,44
61176,400,1221
38176,261,96079
34649,232,59315
84121,535,2881
46968,307,1474
66693,429,279
75942,477,48516
43563,292,1276
98699,608,168
40899,275,4246
33627,227,91658
87092,562,223
79874,498,480
63411,414,3436
66955,432,6934
98835,608,924
92104,596,122900
45945,305,6
47646,307,53974
61595,408,1704
86813,561,3578
43000,288,6593
36807,249,31685
89323,580,34
70460,448,151745
43844,292,80363
91062,590,5572
55884,369,778
20017,132,1271
94211,599,6974
36890,249,50068
14039,89,163527
67612,438,208
2565,19,1593
17652,111,76251
36390,249,150
13609,89,2599
3356,21,4701
19766,129,5010
29169,200,7293
64918,414,122906
68112,438,8371
18715,119,117176
47553,307,34437
24635,170,594
54639,360,1646
63116,414,2402
70452,448,149612
64204,414,6816
35199,236,2683
91948,596,7260
92152,596,179401
76437,480,1645
92091,596,111921
88951,573,80463
27781,187,46572
100224,610,50794
13649,89,4306
8051,57,110
28386,198,913
57159,380,2100
97395,606,172
1835,18,849
81750,517,4148
83975,534,93838
70174,448,105254
3840,23,1711
71418,459,5816
28859,199,5505
49356,318,8966
31004,217,648
77446,483,2087
17546,111,47518
31833,219,5025
91471,593,5378
15360,100,1225
27281,185,2389
34828,233,6016
56244,372,920
36704,249,5679
19616,126,434
14013,89,146684
779,6,500
57172,380,2287
53544,353,288
32267,221,141
21233,140,1272
28016,192,225
19002,122,48385
89405,580,1208
1708,17,1222
51687,334,1240
81837,517,52435
24509,169,5171
79324,492,140
71270,456,260
85530,555,1876
41157,279,55820
31690,219,2115
59940,387,5796
100292,610,56367
25230,177,3098
69552,448,6863
64089,414,6213
62728,414,1206
28519,198,3534
44081,294,919
3499,21,79134
85483,555,1397
81716,517,2953
8268,57,1500
90972,590,3864
16520,105,8917
92095,596,115149
18975,122,7373
22373,152,858
83319,527,4327
40435,274,57274
2354,19,410
89940,584,276
39869,274,4143
18464,117,588
68784,448,924
69057,448,2534
63079,414,2297
49204,318,3702
46941,307,1322
3552,21,103335
12560,80,2959
21647,140,31420
9218,63,1214
38600,265,2352
74343,474,4801
75400,476,380
22977,156,3072
19287,125,4246
73500,474,1357
46417,305,73321
40630,275,905
69109,448,2881
88589,572,1265
65881,424,112556
91958,596,8665
86727,561,2143
58872,383,2324
11022,68,4877
68847,448,1262
33296,226,3081
86900,561,7438
77143,482,2170
40877,275,3967
48687,314,733
86253,560,3948
54816,362,6874
67701,438,1476
54949,365,4226
9601,64,1682
70314,448,120466
61730,409,910
94273,599,7587
83390,528,58559
51526,332,5010
78895,489,5225
9071,62,109487
40984,276,62
17596,111,59258
56040,370,2571
40290,274,40815
53617,354,733
94774,599,80489
2259,18,159093
71124,453,4247
54427,357,7254
31436,217,3197
51565,332,26564
94943,599,106873
56910,380,185
99418,608,7324
86670,561,1278
50933,329,1193
22899,156,2080
1794,18,288
19270,125,2596
88206,569,316
51804,334,69122
34678,232,64497
76746,480,5388
8962,62,54997
53338,352,41566
89155,577,1968
87854,567,5690
19958,132,357
33582,227,7323
10070,66,1215
56005,370,367
97688,606,1960
69340,448,4361
77725,483,26903
60923,393,88129
179,1,2700
12417,78,260
59448,387,1266
61617,408,5064
26364,182,1641
100644,610,104457
19961,132,410
94531,599,42943
49582,318,71494
45705,303,1653
54963,365,5349
72297,466,4232
19272,125,2657
33277,226,2712
1433,14,784
49569,318,70286
94981,599,117109
82884,525,7444
55744,368,2947
65705,422,4190
37850,256,70286
76850,480,7419
14653,91,6755
35559,239,50872
6681,45,2105
21672,140,41997
63450,414,3565
75170,474,49961
6089,42,1976
41123,279,4027
78870,489,4487
44844,298,5151
92952,599,912
14659,91,6963
77802,483,57669
45060,298,45726
33436,226,6482
34613,232,55245
40982,276,12
15530,102,253
91574,594,1370
6683,45,2108
94097,599,5995
2618,19,1909
97691,606,1963
20897,139,3717
85624,555,2374
34858,233,58559
55443,368,367
42438,288,1968
54732,361,45447
14450,91,2668
6197,42,3101
58490,381,48394
70889,453,597
100317,610,59103
64601,414,51540
28654,199,1179
98499,607,337
25293,177,4025
45845,304,1242
83357,528,2278
82750,525,2916
81649,517,1610
41731,283,2124
20700,136,416
31650,219,1580
67921,438,4701
31646,219,1556
33304,226,3255
26763,182,4231
94484,599,33836
35723,241,2571
43922,292,115231
27908,190,7438
8732,60,60
95478,600,2470
78668,489,1580
78708,489,2012
92085,596,110553
62770,414,1275
32110,220,1517
98817,608,785
57669,380,34532
72691,469,1956
13350,84,1307
58956,384,4291
78826,489,3742
78038,484,2080
16013,104,1566
73100,474,17
63083,414,2313
4377,28,2952
81216,514,2114
28483,198,2594
18598,119,6934
27873,190,4776
100730,610,118702
45922,304,2431
86875,561,5956
15607,103,595
34040,232,3535
4091,27,924
9930,64,33166
48555,313,4571
95914,601,33794
65663,422,2598
55237,367,926
1089,9,2300
83721,534,4886
31693,219,2186
4863,30,60069
7915,53,481
47543,307,33499
6974,47,5669
80039,502,318
76893,480,8969
8320,57,1954
25669,177,71520
13453,86,6539
95234,600,839
72129,464,6934
33882,231,1198
27009,182,6808
35015,234,2050
43705,292,4047
85293,555,19
81952,518,6333
83910,534,73804
25413,177,7121
81252,514,2787
93406,599,2409
4284,28,1213
58793,382,81834
63979,414,5524
19682,129,47
45196,298,67695
54592,359,2455
69523,448,6424
45226,298,71520
52463,342,609
75794,477,5171
45240,298,74532
91323,592,185
48420,313,2117
73789,474,2394
53334,352,38038
51403,332,1203
46191,305,5956
94649,599,56174
2199,18,98809
55511,368,1049
57809,380,64030
30381,212,57504
55686,368,2406
23390,160,1391
36693,249,5418
34829,233,6365
53465,352,111759
71894,462,46855
78232,485,231
27301,185,4995
92140,596,165639
70362,448,132488
42538,288,2294
28018,192,288
5247,34,6242
76803,480,6552
3957,24,5418
57916,380,94160
11486,68,70492
40716,275,1594
83387,528,55290
60043,387,7206
43057,288,8879
34131,232,5218
25246,177,3408
26382,182,1730
9186,63,589
18646,119,68157
7102,49,6377
59730,387,3328
16907,105,166183
60060,387,7394
9867,64,6874
59612,387,2396
59953,387,6003
97366,606,11
82632,525,339
29957,206,800
64103,414,6280
38313,263,1721
95139,600,225
50698,328,750
45228,298,71899
15706,103,2384
49074,318,1202
62746,414,1233
2188,18,91658
39451,274,1282
30714,215,55820
35450,239,3147
71575,462,509
39528,274,1753
16427,105,5464
42439,288,1969
78753,489,2572
49206,318,3717
65948,425,608
99711,610,3174
67299,434,64839
26251,182,1136
61996,410,4214
82851,525,5992
16483,105,7099
98878,608,1265
18863,122,1073
44981,298,8529
38980,268,2001
23037,156,4973
86306,560,5816
47275,307,4643
17769,111,117851
77122,482,1230
26629,182,3448
53943,356,2716
40522,274,71535
30979,217,500
75946,477,51255
44340,294,3253
61140,399,2858
54792,362,2273
90386,587,2870
37454,251,593
54095,356,54745
74378,474,4975
58531,381,56171
65004,415,377
39946,274,4954
85811,555,3649
60381,390,7669
99122,608,3146
61474,405,3676
86231,560,3081
68215,438,48780
87209,562,3727
83114,526,296
4715,28,60943
10311,66,7647
96441,603,1343
45864,304,1377
13155,84,354
81804,517,8965
98907,608,1485
100077,610,26399
89634,580,6711
22564,153,105355
51847,336,293
90120,586,5418
98419,606,47894
71024,453,2916
79693,495,74458
99482,608,37830
100549,610,93363
18325,116,2115
91042,590,5065
75241,475,4306
44510,297,1037
67009,432,58293
79290,491,106918
25700,177,79695
81054,513,235
79784,496,84374
6230,42,3441
87370,563,5066
1352,12,8533
23896,166,1036
13911,89,109596
44202,294,2060
87439,563,68135
89153,577,1960
51986,338,30749
85728,555,2907
9914,64,8957
98232,606,7153
3227,21,165
29712,202,3100
99101,608,2890
33516,226,41566
73421,474,1213
65356,419,2858
99650,610,1658
33025,225,2454
84970,552,1201
86921,561,30749
58081,380,173145
59732,387,3350
27010,182,6857
20454,135,1597
57359,380,4085
82409,523,317
31641,219,1500
50314,325,1918
90061,586,527
2962,19,3754
22642,155,333
84267,539,3745
59773,387,3681
53636,354,1214
70261,448,113416
62226,412,2763
56679,377,1032
43870,292,88140
54419,357,6870
10590,68,1387
64806,414,80586
32923,224,593
52689,345,3363
86045,559,357
56456,373,592
54994,365,8961
87698,565,296
30270,212,293
21636,140,8798
54191,357,788
74147,474,3801
70031,448,94011
43347,290,1957
39817,274,3752
10294,66,7046
68071,438,6957
18427,117,362
14679,91,8157
89182,577,2415
61991,410,4037
76524,480,2692
1597,16,1188
40200,274,26492
34590,232,52722
57211,380,2660
83668,534,2273
74559,474,6228
743,6,382
71050,453,3299
60249,387,54272
3559,21,103883
12617,80,40583
72502,469,588
42921,288,4874
22379,152,1203
65817,424,3535
25015,177,1022
27433,186,2311
22832,156,1281
10877,68,3300
79031,489,49286
48158,312,2746
65357,419,2959
30199,211,1801
5579,40,159
94931,599,103980
48956,317,90439
66414,428,724
58734,382,45447
48825,317,1208
20297,133,592
49166,318,2797
60576,391,1639
91662,594,5308
73627,474,1950
51996,338,177765
79360,492,778
99284,608,4776
39307,274,379
93809,599,4109
76420,480,1409
33807,230,2617
68338,443,110
97717,606,2145
53277,352,2959
75849,477,6708
22337,151,786
88608,572,1569
59722,387,3262
88695,573,318
19077,122,94959
29401,202,296
70263,448,113532
42988,288,6239
95472,600,2427
95816,600,33794
61904,410,1260
65378,419,4958
90983,590,3984
43331,290,1670
50042,322,2788
21181,140,920
73768,474,2313
64487,414,42730
66052,425,2355
90046,585,80463
1500,15,5445
57875,380,82461
43664,292,3483
95070,599,168608
53655,354,1584
58845,382,131934
65300,419,104
62284,413,51935
41561,282,2762
6517,45,344
24621,170,410
88366,570,2959
20607,135,4621
44263,294,2423
55797,368,3476
60020,387,6974
68319,442,524
83996,534,97836
79238,491,1265
18268,116,231
87820,567,1921
56479,374,380
46752,307,72
25439,177,8368
87147,562,1968
60324,390,110
16768,105,96610
53220,352,1464
6526,45,413
23003,156,3408
35217,237,1375
82441,523,8861
43441,290,3418
100824,610,161582
62497,414,458
59119,385,1220
96956,603,3819
92199,597,357
68188,438,37386
80375,509,13
52946,348,1267
3303,21,2628
99120,608,3087
40171,274,8666
72215,465,1344
33270,226,2617
9141,62,172591
44890,298,5989
84708,546,3958
4494,28,6333
34042,232,3578
58216,381,2011
67084,434,32
71941,462,89090
36024,246,2716
82972,525,57669
93903,599,4597
48122,312,1994
42636,288,2668
15182,98,5444
13269,84,1082
51185,330,48738
74466,474,5577
90283,587,534
44823,298,4886
69351,448,4471
36136,246,69951
86187,560,1673
71578,462,541
17464,111,6586
34844,233,32587
12758,82,370
72956,470,316
81298,514,3738
36025,246,2791
41669,282,48322
56852,379,208
65936,425,497
73427,474,1222
24883,176,377
7947,54,356
67248,434,6365
41998,287,1359
40368,274,51037
83757,534,7143
56718,377,2826
86147,560,442
52317,339,93840
1907,18,1924
38197,262,213
74408,474,5226
86511,560,86882
25991,181,79
28460,198,2067
41737,284,21
93003,599,1100
15118,96,3819
87824,567,2324
59665,387,2803
17375,111,3882
31865,219,6283
58137,381,587
84623,544,1105
81207,514,2011
30939,217,349
38850,267,480
51193,330,79132
69335,448,4339
6754,45,3176
63812,414,4926
30175,210,179511
51869,336,2329
83893,534,69275
76475,480,2054
36738,249,6586
27027,182,6979
27250,184,191005
16375,105,4069
100344,610,61692
45335,298,93363
47716,308,48
42923,288,4881
86294,560,5418
27148,184,74754
57600,380,8917
97453,606,541
89398,580,1198
62881,414,1663
42843,288,3836
66815,432,318
73748,474,2227
46519,305,105844
11657,69,4370
21830,141,54286
92985,599,1050
33950,232,1036
83500,532,1198
17790,111,128099
39092,270,737
28566,198,5388
60046,387,7235
86880,561,6377
44059,294,637
22706,156,288
50729,328,1206
67042,432,80880
33758,230,590
77718,483,8972
74963,474,8910
16589,105,44191
62589,414,735
66981,432,32587
61036,396,1276
87676,564,140110
11688,70,1272
10088,66,1275
66868,432,1917
37052,249,78039
41315,280,3565
10175,66,2951
12039,74,1193
74360,474,4886
83874,534,64167
77408,483,1673
66680,429,225
32167,220,4226
29197,200,27685
39588,274,2093
35206,236,3052
34459,232,40851
78901,489,5316
3768,22,63082
79409,492,1407
74572,474,6286
30422,212,87234
22332,151,761
32624,222,1059
14836,94,208
73160,474,252
11000,68,4489
802,6,569
41409,280,67255
56294,372,1219
81628,517,1246
16028,104,2080
32156,220,3671
19256,125,1265
23732,162,527
54046,356,8644
99320,608,5299
99552,610,296
95102,600,2
88159,567,168252
98271,606,8254
75773,477,4641
70961,453,1873
72900,469,3699
90259,587,32
49032,318,616
23869,166,47
18785,121,95
38833,266,2968
15686,103,2006
22532,153,64034
11038,68,5049
66214,426,2797
84724,547,2076
30899,217,47
86754,561,2413
35327,239,364
48746,316,253
4880,31,5
4717,28,61024
30472,212,122904
11984,73,111113
19732,129,2692
53984,356,3996
20890,139,260
83005,525,71462
85133,553,733
13830,89,80549
35171,235,594
83168,526,151455
30140,210,112175
38062,260,3897
62042,411,216
16899,105,159817
94688,599,63082
96185,603,331
83349,528,1222
44868,298,5564
82429,523,4995
53404,352,74458
61614,408,4701
54162,357,480
37905,257,494
69855,448,75805
24793,174,236
4229,28,474
61467,405,3033
99867,610,4901
96252,603,611
556,5,595
12872,82,4344
723,6,354
49008,318,293
38963,268,1641
71857,462,8622
43006,288,6711
31306,217,2384
83512,532,1610
82434,523,5989
75299,475,56174
45072,298,47997
15393,100,2125
69035,448,2412
17964,112,79132
83030,525,88405
1050,8,317
59230,386,648
96036,602,339
30653,215,1259
66223,426,4022
90934,590,3438
12151,74,30749
98179,606,6803
34163,232,5712
20891,139,1198
90998,590,4246
55627,368,1953
40422,274,55995
14202,91,442
70554,449,4973
92640,599,24
62334,414,81
97234,605,3052
36994,249,67087
82748,525,2788
89096,577,1090
79584,495,4025
20408,135,1203
4429,28,3949
21693,141,47
30810,216,2349
73535,474,1500
95555,600,3072
82207,522,1
25033,177,1094
94607,599,51575
86015,559,196
13240,84,922
9327,63,6502
67161,434,1485
5992,42,1027
72420,468,1
37444,250,4921
67400,436,367
63468,414,3639
85322,555,231
96919,603,3566
73112,474,36
96410,603,1267
69750,448,55765
57867,380,79592
49305,318,6807
41062,278,3210
22685,156,11
97025,603,4766
75292,475,52722
51321,331,61132
40040,274,6264
60902,393,54286
89719,580,38061
69004,448,2300
9153,62,185031
3063,20,2294
68819,448,1135
64205,414,6820
21553,140,5563
33462,226,7154
4913,31,1231
34567,232,50923
50893,328,80463
91093,590,6863
86101,559,653
50573,326,64614
66475,428,1954
98152,606,6415
88883,573,34162
81420,514,89492
91428,593,1221
46727,306,168250
39296,274,332
88648,572,2476
1753,17,7099
37068,249,79293
87651,564,104374
48503,313,3471
81333,514,5189
2071,18,38061
46250,305,30812
5390,38,163
86004,559,145
64690,414,58162
16461,105,6433
92857,599,551
23260,160,258
14123,91,3
21270,140,1721
85192,553,50851
12570,80,3863
64444,414,37382
5138,33,1672
73502,474,1363
27895,190,5991
95437,600,2273
93090,599,1350
17423,111,4989
45500,300,593
42536,288,2289
38166,261,27611
79221,490,86833
92788,599,405
48475,313,2867
93626,599,3270
94389,599,26686
1861,18,1210
86726,561,2134
2980,20,34
50206,325,58
95172,600,362
99238,608,4223
24830,174,587
74493,474,5755
89692,580,8983
16484,105,7143
93152,599,1541
55109,365,104374
87849,567,5349
99959,610,6373
18972,122,6936
98538,607,1210
65238,418,2617
33519,226,45447
41297,280,2447
76687,480,4649
43104,288,39414
31353,217,2567
47373,307,5970
47462,307,7282
69704,448,46578
29443,202,596
57928,380,95475
16979,107,140
64509,414,45062
93649,599,3396
67240,434,5445
39753,274,3235
92830,599,491
26864,182,5062
12658,80,72998
84750,548,7458
42855,288,3927
91540,594,539
23407,160,1590
83185,527,593
39300,274,356
41229,279,134130
71933,462,81932
86870,561,5630
49857,318,179135
26903,182,5481
71978,462,148982
83355,528,1961
51963,337,805
95469,600,2421
79145,490,2617
10764,68,2478
45703,303,1580
75844,477,6541
96923,603,3578
73510,474,1377
81281,514,3294
952,7,5218
96262,603,714
44089,294,1020
22962,156,2941
85710,555,2791
20924,139,4993
18291,116,1035
39386,274,908
31750,219,3039
80109,503,2348
70861,453,224
97085,604,208
71597,462,926
42625,288,2615
37056,249,78349
93305,599,2084
45360,298,100163
22661,155,2195
13558,89,788
44845,298,5218
11051,68,5312
65204,418,50
14822,94,21
88425,571,1269
22874,156,1784
91984,596,40870
4021,25,7153
13997,89,140561
8855,62,4223
77332,483,915
64006,414,5646
58940,384,2987
965,7,6365
7343,50,107565
30818,216,2788
56881,380,10
83806,534,43928
4420,28,3578
80625,509,38038
45310,298,88746
12900,82,5507
76013,477,72308
80238,504,6552
958,7,5502
81907,517,102407
23360,160,1221
20885,138,3972
90473,588,593
76630,480,3949
1210,10,72737
59602,387,2321
54181,357,596
59546,387,2003
14609,91,5438
79191,490,58559
7743,51,7160
43938,293,151
29044,200,2501
29075,200,3301
33998,232,2087
8031,56,592
51307,331,54001
