,rating
83741,4.5
23615,2.0
67226,4.5
20108,3.0
41109,5.0
888,5.0
72998,5.0
95729,4.0
834,5.0
2125,3.5
24891,3.0
49094,4.0
17479,3.0
87626,2.0
61646,4.0
40718,4.0
94856,1.5
88445,1.0
53371,4.0
13864,4.5
43384,3.0
67670,3.5
90592,4.0
49962,3.0
91475,5.0
14258,4.0
40330,3.5
75181,4.0
57931,4.0
21641,1.0
60128,3.0
43891,1.0
37876,4.0
96221,5.0
21683,3.5
4467,4.5
97582,3.5
24984,5.0
29754,4.0
68596,5.0
77731,4.5
70533,2.5
23302,1.0
12909,4.0
57262,5.0
12279,0.5
98059,3.5
71794,1.5
20483,5.0
76150,4.0
4742,4.0
43770,4.0
57507,4.0
92492,4.0
3236,5.0
93256,4.5
7974,3.0
10497,2.0
92119,4.0
6769,3.0
51069,4.0
93664,2.5
7505,5.0
97258,3.0
77977,4.0
31264,2.0
76340,5.0
38983,4.0
75326,4.0
76826,2.0
23016,3.5
74071,4.5
67488,1.0
30393,4.0
64718,2.0
81716,5.0
41406,3.5
26284,4.5
79798,2.0
26229,5.0
75746,4.0
76914,4.0
81448,4.0
72982,4.0
78247,5.0
87012,4.0
89658,4.0
51264,2.0
79752,1.0
70292,3.5
2880,3.0
100152,3.0
1207,3.5
31773,2.5
89817,2.5
58417,4.0
44821,3.0
20892,2.0
21911,5.0
5717,3.0
3723,0.5
93554,2.5
29943,5.0
76243,1.0
100625,3.0
27573,3.5
23001,4.5
93126,1.5
66286,4.5
22899,1.0
85946,5.0
35317,5.0
94517,2.5
91410,4.0
2726,4.0
15978,3.0
60862,2.0
59414,3.5
38448,3.0
92921,2.0
85184,5.0
24554,5.0
12393,2.5
47058,2.0
72831,3.0
43221,4.0
27614,5.0
23420,2.0
40084,3.5
25680,4.5
24648,5.0
59488,2.5
80383,2.0
39130,4.0
12214,4.5
45747,1.0
22126,3.0
98711,3.0
99442,3.0
2582,3.0
38652,1.0
12615,4.0
92722,2.5
16605,5.0
19711,3.5
76607,3.0
79969,3.0
8382,4.0
56293,5.0
7910,5.0
95681,5.0
76004,3.0
100084,4.5
70454,2.5
60638,3.0
67125,4.0
100217,5.0
9668,4.5
61464,4.5
78078,3.5
17831,4.5
6366,5.0
84666,5.0
64557,4.0
97284,3.5
4586,3.0
61797,3.0
67895,0.5
95857,4.0
51006,4.5
89089,4.0
62469,3.0
58126,3.5
47611,4.5
60841,3.0
21510,4.0
40707,3.0
67600,4.0
41654,5.0
5878,5.0
85511,3.0
55464,3.0
20859,5.0
29385,2.0
34993,3.0
3691,2.5
67004,4.0
4995,3.0
27074,4.0
80759,3.5
19822,3.0
15688,4.0
30418,2.5
71966,2.5
10818,5.0
61083,4.5
79283,5.0
92440,5.0
60692,4.0
60066,3.5
79867,5.0
55112,2.5
60210,2.5
29739,3.0
82833,3.0
61427,4.0
26172,4.5
22181,3.0
8968,3.5
76526,3.0
54177,3.0
12665,4.5
63015,3.0
14288,5.0
89767,3.5
63823,4.0
65904,3.5
27098,3.0
29661,4.0
49082,4.0
2223,4.0
54082,5.0
28815,3.0
41932,2.5
69401,4.0
39486,3.0
39542,3.5
59625,3.0
80151,3.5
36506,4.5
93524,3.5
79552,3.0
24319,4.5
84495,2.5
57426,4.0
35382,3.5
51334,3.0
31476,3.0
75161,3.5
69229,5.0
98009,2.0
42963,3.0
21991,3.5
35384,4.0
53630,4.0
28559,2.0
47397,3.0
11195,3.0
52065,2.0
89729,3.0
52258,4.0
67002,2.5
60757,3.0
70052,2.0
60282,5.0
64001,3.0
54094,5.0
2441,2.0
80358,4.5
66477,2.0
82157,4.0
25074,3.0
48816,5.0
27998,5.0
52150,5.0
25409,3.5
26241,2.0
10327,4.5
11395,3.0
72474,4.0
88752,5.0
66673,4.0
77685,3.5
90823,1.0
94065,2.5
90272,4.0
46831,3.0
44774,1.0
5480,3.0
46329,5.0
87991,5.0
34685,3.0
82399,5.0
1887,4.0
22250,5.0
65956,5.0
12500,3.0
87499,4.0
44530,4.0
22765,5.0
16123,2.0
83519,5.0
63212,3.0
62947,4.0
83596,3.5
17010,3.0
23881,2.0
72004,3.5
58568,4.0
74355,3.5
13591,3.5
75574,4.0
22829,3.0
30319,4.0
7336,1.5
61689,5.0
72114,3.0
66125,4.0
96676,4.0
1799,4.0
64351,4.5
33651,3.0
11861,3.0
77775,3.0
8062,3.0
95560,1.0
37037,2.5
97152,3.0
5144,4.0
35186,5.0
43252,4.0
79054,2.5
81795,0.5
69197,4.0
13836,2.0
35,5.0
26398,2.5
77202,3.0
59677,3.5
91321,3.0
53405,4.0
41565,4.5
7691,0.5
41541,4.5
18220,3.0
73517,4.5
91620,3.5
76162,2.0
91633,4.5
8184,3.0
91186,4.0
66190,4.5
46436,4.0
51822,1.0
63092,2.0
92938,2.0
46027,4.0
1771,4.0
57663,3.0
17439,3.0
38973,3.0
68976,4.0
91135,2.5
77217,4.5
95920,4.0
31311,3.0
24823,5.0
87453,4.0
40344,3.5
98846,3.0
42567,3.5
94661,2.5
32925,4.0
93533,3.5
93002,4.0
7243,3.0
88924,4.5
66558,1.5
51754,3.0
2304,3.0
8948,4.5
43045,4.0
49577,4.5
61542,2.0
31569,3.5
53163,3.5
7479,1.0
51491,3.5
24309,4.5
16037,3.0
2387,2.0
22598,3.0
74008,3.0
22888,3.0
84964,4.5
73788,3.5
36138,4.5
76355,4.0
9444,3.0
28760,4.0
28065,0.5
32314,5.0
66256,5.0
84020,1.5
65236,0.5
82753,4.0
52166,4.5
60194,2.0
14180,3.0
93271,2.0
15614,3.5
39823,3.0
47761,4.5
75857,4.0
21008,1.5
32106,5.0
512,3.0
88207,5.0
53329,3.0
83123,4.0
9361,3.0
66308,4.0
70851,5.0
48329,5.0
94570,2.0
88394,3.5
21269,4.0
23651,3.0
15094,4.0
56325,2.0
28272,3.0
42473,3.5
36124,2.0
66119,3.0
40019,3.0
94697,3.0
66378,3.0
15125,3.0
96851,5.0
23410,1.0
8998,3.5
77044,4.0
90767,2.5
21353,3.0
95490,3.0
30267,4.0
29649,3.0
16722,4.5
12625,4.5
17700,3.0
85057,3.0
72437,2.0
86116,4.0
41516,4.5
2801,4.0
24572,5.0
24329,3.5
94838,2.5
99500,3.0
99751,4.0
56365,3.0
91341,3.0
35209,4.0
70530,1.5
23295,4.0
35665,3.0
15928,4.5
85433,5.0
57091,3.0
12402,5.0
43464,5.0
62231,4.0
39398,3.5
48501,1.0
74230,1.0
28143,5.0
93244,1.5
53734,4.0
52308,3.0
86163,4.0
13312,4.0
36068,4.0
99919,4.0
46681,5.0
63354,1.0
84313,4.0
55648,2.0
62205,3.0
71560,5.0
4613,2.5
70180,2.0
94708,2.0
16956,5.0
33316,3.0
38815,5.0
92242,3.0
21826,2.5
32687,2.5
25894,5.0
73494,3.5
38742,4.0
87920,2.5
33861,4.5
34823,4.0
14257,4.0
68201,1.5
76016,4.5
70714,4.0
95723,2.5
70038,3.5
74244,2.0
46994,0.5
2201,3.5
14335,3.0
84071,3.5
1315,4.0
63312,4.0
59992,4.5
53591,4.0
33785,3.0
49438,3.0
71344,3.0
92314,5.0
69616,3.5
71004,5.0
83970,4.5
28343,4.0
93676,2.5
17703,4.5
68693,3.0
20969,3.0
7443,4.0
13064,4.0
78934,2.5
57623,4.0
53263,4.5
30189,4.0
97285,3.0
8030,4.0
73031,4.5
2976,1.0
47578,2.0
28686,4.0
43831,4.0
64448,4.0
14760,4.0
76057,4.0
29951,3.0
51169,3.5
37488,3.5
20956,3.0
66977,4.0
75390,3.0
76803,3.5
48319,3.0
37566,4.5
45595,4.5
18241,3.0
77053,4.5
69345,2.0
97267,3.0
12056,5.0
38048,4.0
34417,3.0
13751,4.0
73486,3.5
95013,2.5
694,3.0
73475,3.0
92258,2.0
38522,2.0
16658,4.5
1779,4.5
24881,4.0
13142,4.0
9861,4.0
60409,5.0
49627,4.0
38468,3.0
75807,3.0
80922,1.5
44876,3.0
58451,4.5
58843,3.0
51568,3.0
95577,3.5
85406,3.0
67522,3.0
73145,4.5
16826,3.5
71586,4.5
39115,1.0
6843,2.0
59782,3.5
34565,1.5
94295,2.5
14687,4.0
85060,3.5
96145,4.0
69270,4.0
34591,4.0
65813,5.0
68204,3.0
12339,3.0
85949,1.0
59192,1.0
1083,5.0
52199,4.5
100514,2.5
32027,3.0
97321,3.0
2039,3.5
28057,4.0
39718,3.0
80330,3.0
79338,4.0
70280,4.0
11687,4.0
85935,5.0
90082,5.0
95446,5.0
86655,4.0
7230,3.5
47679,3.5
48362,3.0
54759,4.0
8728,4.0
98051,3.0
55394,2.0
92720,1.0
99301,2.5
93073,5.0
70024,2.0
18311,3.5
32927,5.0
13819,3.0
1618,4.0
89451,4.5
82194,3.0
18203,4.0
94859,2.5
51816,4.5
3411,3.0
98822,3.5
4010,4.0
50207,4.0
39339,4.5
86866,3.0
31795,3.5
79873,5.0
100512,2.5
13037,5.0
62596,3.0
85746,4.0
49083,5.0
81106,4.0
70813,4.0
2286,3.0
92352,3.0
35465,5.0
57811,3.0
32638,3.0
45700,4.0
19717,3.5
15572,4.0
61927,5.0
9044,4.0
52834,3.5
92998,1.5
79230,3.5
88267,1.5
63537,5.0
96228,3.0
63533,2.0
60319,4.0
46006,5.0
10406,1.0
78169,4.0
32758,4.0
31097,3.0
14515,4.0
99147,4.5
93920,1.5
84772,5.0
8450,3.0
29759,3.0
30429,4.0
83578,4.0
40796,4.0
6726,4.0
82913,4.0
6416,5.0
46642,4.0
78965,0.5
98940,3.5
75490,4.5
85796,5.0
18691,5.0
48966,3.0
3982,3.5
81111,2.5
33433,3.0
1312,4.0
34031,5.0
12991,3.5
34075,3.5
96078,1.0
33845,4.5
63129,4.0
83832,3.5
2176,4.0
16052,2.0
60304,5.0
50048,2.0
16705,5.0
52347,4.5
86297,3.5
72674,1.0
47831,3.5
88298,4.0
45728,5.0
78746,3.5
81776,4.0
90540,2.0
94124,2.5
20233,3.0
70793,5.0
16861,5.0
71926,5.0
95325,2.0
43674,3.0
89010,1.0
88931,5.0
56328,4.0
44476,1.0
67752,3.0
84745,5.0
4943,3.0
33280,4.0
67138,4.5
98087,4.0
22336,4.0
16153,3.5
54810,5.0
4692,2.0
40936,3.0
39239,3.5
19897,4.0
3182,2.0
72858,5.0
23235,4.0
43132,3.5
23950,4.5
21533,2.0
72236,4.0
22845,3.5
72942,3.0
14031,5.0
66734,5.0
92481,5.0
42249,3.0
28585,3.5
12843,1.5
21580,4.0
61421,3.5
26402,2.0
49374,3.5
81236,3.5
69999,2.0
41669,1.0
76468,4.5
75073,4.0
90471,3.0
9195,4.0
74810,4.0
59866,2.0
40108,4.0
73593,2.5
53102,4.5
42704,2.0
80771,4.0
69612,5.0
99213,2.5
94153,1.5
43348,5.0
60745,4.0
58891,4.0
88068,2.0
100331,3.5
30331,4.0
5034,4.0
57744,3.0
87420,3.0
72850,5.0
46647,3.0
13936,4.5
90072,4.0
37180,4.0
4497,3.0
7162,3.0
92409,5.0
1778,4.0
22596,1.5
13056,1.5
57594,2.0
37656,4.5
24311,5.0
42602,2.0
23809,4.0
83909,4.0
19636,2.0
94585,3.0
42322,4.0
91956,3.0
90025,3.5
40358,3.5
41165,3.0
12222,4.0
76343,5.0
24423,4.0
8938,4.0
93852,3.5
34004,3.0
29407,4.0
3202,3.5
78073,4.0
40427,4.0
8531,4.0
67281,5.0
82847,3.0
90177,4.5
72443,3.0
50077,3.5
99636,5.0
94635,2.5
51055,4.5
41440,2.0
57041,5.0
21457,3.0
41017,4.0
10349,4.0
67171,1.5
14767,4.0
43164,4.0
75962,4.0
36470,3.0
46507,5.0
72338,1.5
22469,3.0
56925,3.0
59257,4.0
52410,4.5
63964,2.0
35365,4.0
52135,4.5
97045,3.0
7133,4.5
50468,4.0
25318,5.0
10052,4.0
89733,3.0
90545,3.0
93960,2.0
20061,4.0
9851,2.0
8314,2.0
69819,3.0
58953,4.0
92418,4.0
78294,4.0
57665,3.0
56053,3.5
88495,3.0
74776,3.5
50000,3.0
6590,4.0
68321,1.5
46616,3.0
51274,2.0
61603,5.0
59711,4.0
31916,3.5
41242,5.0
14757,4.0
33826,2.5
79728,3.0
93417,5.0
25275,4.0
42159,3.0
70186,3.5
22860,3.5
35728,4.0
97936,3.5
25703,4.0
69003,3.0
91160,2.0
55903,4.0
92353,4.0
69067,2.0
16867,4.0
27947,4.0
14670,2.0
59268,4.5
80840,1.0
60324,4.0
50967,4.0
86090,4.0
59995,3.0
47396,2.0
44379,2.0
92006,4.0
11611,4.0
51540,3.0
86170,4.0
58114,4.0
65369,4.5
27740,4.5
38084,2.0
50702,1.0
34224,2.0
38968,2.0
46461,0.5
65650,3.0
9290,3.0
56285,4.0
45612,4.0
3392,1.5
86700,3.0
8617,4.0
1929,3.0
61,5.0
99666,4.0
9889,3.0
35687,5.0
100390,3.0
80540,2.5
89420,3.0
58734,3.0
68924,2.0
50415,4.0
2956,2.0
45649,4.0
73097,2.5
38986,2.0
81559,1.0
166,5.0
63570,4.0
79516,4.0
738,3.0
52486,2.0
82716,1.5
68979,4.0
30753,3.0
81823,0.5
25144,3.5
98644,4.0
99739,3.0
21200,3.0
95735,2.5
86726,3.5
81804,5.0
6346,4.0
73318,2.5
34955,2.0
9306,4.0
73596,3.5
6646,4.0
27479,4.0
30164,4.5
22506,0.5
51112,3.5
74434,3.0
95753,0.5
24812,3.0
47390,1.5
29378,4.0
49524,4.0
74756,5.0
42866,3.0
83428,4.0
51362,4.0
57392,3.0
5943,3.0
45727,5.0
73697,2.0
1958,4.0
81926,2.5
63843,4.0
65072,4.5
2350,3.0
8666,4.0
48341,4.0
34602,3.0
20104,2.0
47353,2.0
30439,3.5
542,2.0
55659,2.0
22948,4.0
748,4.0
24488,4.0
28333,5.0
39074,2.0
58000,2.0
97650,3.5
37312,4.5
77952,4.5
85790,3.0
34657,3.5
29233,4.0
48879,5.0
56485,3.0
83905,4.0
84863,4.0
67047,3.0
20431,2.0
30683,4.5
89742,4.5
72960,3.0
55057,3.0
62058,3.0
76072,5.0
49520,3.5
42095,5.0
28776,1.0
14890,4.5
75754,3.5
26856,2.0
63747,4.0
41411,4.5
88496,1.0
44868,0.5
63861,3.0
20601,3.0
36579,4.5
60162,3.5
79418,5.0
19577,3.0
34167,2.0
36880,3.0
10371,1.5
2578,1.0
30946,4.0
90035,4.0
14080,5.0
12107,4.0
1630,3.0
88041,1.5
53980,5.0
79430,3.0
96336,2.0
64895,4.0
16200,4.0
20726,4.0
3783,3.5
4573,2.0
33059,4.0
1539,3.0
49769,5.0
54550,4.5
32826,3.5
94334,3.0
18480,3.0
29101,4.0
48631,3.0
85733,3.0
23524,4.0
65131,3.5
52209,4.5
67868,3.0
39632,3.0
52679,5.0
94098,2.0
63227,4.0
92323,5.0
87321,4.0
70050,3.0
92434,4.0
50235,3.0
46688,4.0
12078,4.0
3002,4.0
37781,4.5
98378,3.5
46448,3.5
23144,4.0
78341,3.5
50956,3.0
11214,3.0
1376,4.0
83484,5.0
72746,4.0
62880,3.0
11571,3.0
20950,1.5
37299,3.5
14538,3.0
61432,3.5
71658,3.0
12621,5.0
32699,4.5
97462,4.0
83889,3.0
93998,2.0
8486,4.0
70491,4.0
94900,3.5
96519,1.0
15844,4.0
94790,3.0
2913,3.0
23741,3.0
87069,3.5
83665,4.0
49965,3.0
90435,3.0
77611,2.0
81586,0.5
61571,3.0
25304,4.0
18304,4.0
91255,4.0
36605,3.5
63429,4.0
3161,3.5
11893,4.5
74200,4.0
92018,2.5
30232,4.0
53858,2.5
49901,4.0
40538,3.0
97274,4.0
32214,5.0
5330,4.5
88733,5.0
68558,1.0
9791,4.0
6048,3.0
10647,2.5
23893,4.5
95473,1.5
98563,4.0
13699,2.5
78980,3.5
39250,3.0
40521,2.5
89151,3.0
11276,4.0
258,3.5
69961,2.0
43606,3.0
4346,3.0
22957,4.5
82299,3.5
99775,4.0
89465,3.0
41437,5.0
42422,3.5
49525,3.5
24885,4.0
8573,4.0
90059,4.0
64730,4.0
23930,3.5
4838,3.5
57165,4.0
7705,3.0
75801,4.0
37638,4.5
1904,4.0
85470,2.0
420,2.0
34927,2.0
36041,3.5
46111,4.0
6279,3.0
79070,3.5
13432,4.0
59591,2.5
22889,4.0
32975,1.0
65678,3.0
28833,5.0
66494,2.0
60177,3.5
10111,4.5
65786,4.0
44423,2.5
44361,2.0
26489,4.5
94529,2.5
95257,2.5
24337,3.5
49824,4.5
3290,1.0
21433,3.0
99806,3.5
46456,4.0
37973,4.0
50511,1.0
9808,4.5
58290,2.0
32577,4.0
9560,3.5
60886,5.0
44247,2.0
44806,2.5
73819,1.0
97714,4.5
62960,4.0
19607,3.0
19234,5.0
72064,3.5
76453,3.5
100014,3.5
62942,4.0
85526,3.0
63633,3.0
71125,4.0
1334,3.5
77519,0.5
41710,2.0
47869,4.0
99480,4.0
16959,5.0
59443,4.0
31235,4.0
42846,3.5
49279,2.5
74455,4.5
53714,4.0
98643,5.0
33422,4.0
9664,5.0
61247,3.5
7711,4.5
7189,3.0
44983,1.0
95123,2.5
67995,2.5
1681,3.5
68733,3.0
79441,4.0
97547,4.0
30565,5.0
6192,4.0
26363,4.5
89595,2.5
84380,4.0
12037,5.0
46063,2.5
78195,5.0
15001,4.0
9635,3.0
54512,4.0
56145,5.0
90960,3.0
92205,2.0
8767,4.5
100108,3.5
80929,3.5
62110,3.0
54747,3.5
51171,4.0
2258,3.5
23891,4.0
1708,4.5
76548,3.0
99400,4.0
32414,5.0
34428,3.0
74288,2.0
1113,4.0
84867,4.0
58414,3.0
54464,4.0
74398,3.5
99189,4.0
83588,4.0
7825,5.0
47707,5.0
3679,3.5
80925,3.0
84439,3.0
77414,4.5
2599,2.0
64438,2.5
6992,3.0
47589,2.0
47490,3.0
21476,3.5
74799,3.5
62665,4.0
30931,3.0
20391,4.0
58021,5.0
99239,4.5
81726,2.0
5476,4.0
91005,2.5
99226,1.0
253,3.5
34359,3.5
41945,5.0
48066,5.0
95562,2.0
19642,1.0
21389,3.0
57710,2.0
56619,4.0
94391,2.0
77311,2.5
63812,2.0
12035,5.0
1730,5.0
18920,5.0
22921,3.0
84545,5.0
19024,4.5
8874,5.0
29623,4.0
18018,5.0
44603,4.0
7431,3.5
42005,0.5
21909,4.5
11133,4.5
84643,3.5
74165,4.0
54996,3.5
54752,4.5
56900,3.0
23014,4.0
82857,4.0
60875,5.0
36776,4.0
100048,3.0
14790,5.0
60053,4.0
72308,3.5
56367,2.0
54814,4.0
56558,5.0
5626,3.0
67383,3.0
64798,5.0
58549,5.0
97337,4.0
24734,3.0
40104,3.0
96957,3.0
56216,4.0
54604,3.0
82689,4.0
84918,1.0
19295,4.0
32849,3.0
66412,3.0
91096,2.0
2120,3.0
10928,4.5
51196,2.0
78790,5.0
81287,4.0
40408,3.5
88314,4.0
51174,4.5
90835,2.0
4799,3.0
15362,3.5
21712,4.0
15604,4.0
100679,5.0
75505,0.5
73416,3.5
66828,4.0
30964,3.0
35036,2.0
27416,4.0
57745,2.0
84939,4.0
69037,3.0
22815,4.0
95792,5.0
9929,4.5
91941,3.0
82502,3.0
93333,2.5
33220,5.0
86425,4.0
53200,4.0
97908,3.5
66488,4.0
34491,3.5
49679,3.5
14094,3.0
13072,5.0
83080,3.5
43953,3.0
64843,4.0
49488,3.5
95539,4.0
82095,4.0
3513,0.5
66350,2.5
25740,1.5
35152,4.0
93569,2.5
27995,5.0
18875,5.0
62836,3.0
39519,4.0
74326,4.0
85799,5.0
63094,3.0
70603,2.0
70212,2.0
43502,2.0
21031,2.5
28370,4.0
82508,3.0
36155,4.0
84124,5.0
40318,4.0
14042,4.0
50183,3.0
24724,3.5
5029,4.0
66710,2.0
59184,3.0
88155,2.0
6436,3.0
87067,4.5
56629,4.0
13663,4.5
48487,4.0
29202,4.0
97184,5.0
45467,3.0
72579,4.0
73875,4.5
71637,4.0
55145,1.5
22562,1.5
32458,5.0
97301,2.0
192,5.0
30737,4.0
97295,2.0
17880,4.5
96063,5.0
26517,4.0
81017,5.0
55604,3.0
68682,3.5
47519,3.5
93404,2.0
27019,4.0
22607,5.0
53680,3.5
26727,3.0
70780,4.0
8714,5.0
87093,5.0
74802,3.5
45185,3.0
75343,4.5
20974,2.0
18283,2.0
26608,3.0
27120,4.0
79427,4.0
40655,5.0
25171,3.0
97161,3.5
30000,3.0
30618,4.0
84107,1.0
8343,4.0
46646,3.5
80134,3.0
27001,0.5
45126,1.5
27987,5.0
84460,2.5
7812,5.0
24858,0.5
53781,4.0
3243,4.0
91401,4.5
78359,4.5
48858,3.0
41688,2.5
23254,1.0
32124,3.0
88329,4.5
42486,3.0
22801,3.0
8407,4.0
78822,3.5
84727,5.0
95708,3.5
30417,3.5
29719,4.0
93906,1.5
89723,4.0
47501,4.0
7033,3.5
94716,3.0
40064,2.5
27266,4.0
39277,4.0
71189,3.5
67206,3.5
82948,2.5
82994,2.5
73998,4.0
11039,4.5
43275,4.0
483,5.0
75089,4.0
26009,4.0
66343,2.0
7644,2.5
43382,4.0
58092,3.0
95523,3.5
1155,4.0
48538,2.0
71074,5.0
85877,4.0
10462,3.5
27496,4.0
98319,4.0
100040,5.0
32093,5.0
87615,3.5
86390,4.0
41220,4.0
89025,4.0
61960,4.0
64385,3.5
23693,5.0
57059,5.0
36852,2.0
76527,1.5
46172,4.5
38061,3.5
12315,4.0
52639,3.5
37,3.0
43767,3.0
70579,4.0
78806,3.0
74322,3.0
57184,2.5
56540,3.5
31653,3.5
93074,3.5
63069,4.0
32165,5.0
68647,5.0
48721,5.0
48227,3.0
78914,3.0
79827,2.0
48308,2.0
27704,2.0
70879,5.0
30255,3.5
84434,1.0
11587,3.5
100501,3.5
77009,4.0
71280,3.0
13569,3.0
52522,3.0
58374,5.0
93875,3.5
7362,3.0
89751,4.5
61777,2.0
36254,3.0
7236,4.0
19194,3.0
33193,3.0
40517,3.5
28530,3.0
21622,4.5
77299,2.0
90869,2.0
10853,3.0
88656,4.0
32392,4.0
868,5.0
23985,3.0
87936,1.0
15549,4.0
5686,2.0
77884,3.5
100530,3.5
25581,3.0
26556,4.0
32404,4.0
63972,2.5
39088,5.0
95934,5.0
90531,4.0
45571,3.0
59128,4.0
9567,3.5
51844,5.0
73750,4.5
54197,3.0
42420,3.0
43920,3.0
64488,3.0
17857,4.5
65282,5.0
67040,4.5
65101,4.0
52713,3.5
1905,3.0
46205,4.5
79943,5.0
84559,5.0
27314,5.0
19266,3.5
34358,4.0
41426,5.0
96483,5.0
30089,4.5
46800,3.0
53640,4.0
46758,3.5
7474,4.5
79736,3.5
93868,1.5
42063,3.5
92856,1.5
85113,3.5
94301,3.0
88114,2.5
40839,5.0
16339,2.0
14008,5.0
80618,2.0
47129,2.0
42707,2.0
51018,2.5
70529,4.0
7727,0.5
37186,5.0
44363,2.0
60416,5.0
38322,4.0
24437,4.0
87203,4.0
35602,5.0
54693,4.0
2665,4.0
99908,2.5
82122,3.5
45863,5.0
68328,0.5
82852,2.5
88219,4.0
10989,3.0
75811,4.0
56879,5.0
35066,1.0
19768,3.5
59073,4.0
9303,4.0
1070,3.0
74292,2.0
61168,5.0
64819,4.0
79480,3.0
25684,5.0
34690,3.0
45542,4.5
93915,3.0
18051,4.0
58125,4.0
59202,3.0
45665,3.0
7755,3.5
100609,3.5
7668,5.0
71281,3.0
81019,3.0
11103,3.0
54311,5.0
22365,3.0
30263,3.5
36607,2.0
9703,4.0
42167,2.0
68623,5.0
26657,0.5
57994,5.0
56481,3.0
10795,3.0
89965,3.0
33244,4.0
4077,4.0
61920,4.0
40992,5.0
84690,5.0
77517,4.0
58498,4.5
34299,5.0
54351,4.0
65326,4.0
8258,4.0
36889,3.5
55706,3.0
43600,3.0
21370,2.5
30822,5.0
92982,2.0
49254,3.5
25808,4.5
98844,3.0
47064,4.0
87032,3.0
4900,2.0
60192,3.0
60611,4.0
76694,4.0
14496,2.5
11938,4.0
45705,3.0
63183,3.5
25791,4.0
74447,4.5
45429,3.0
87154,5.0
90773,3.5
26616,2.0
85582,5.0
2663,2.0
13624,4.0
33596,5.0
28991,4.5
94908,2.5
88182,3.0
10113,4.5
9348,3.5
69469,2.5
25400,5.0
16363,3.5
17570,3.5
70497,2.5
38474,4.0
100285,5.0
58772,3.5
2528,2.0
11480,4.0
5564,2.0
11422,4.5
30938,3.0
34466,3.0
11118,5.0
51882,5.0
70920,5.0
91267,2.0
85912,3.5
41400,4.5
32286,3.0
15973,4.0
2684,3.0
8991,4.0
55486,3.0
75722,5.0
59413,4.5
65874,5.0
3036,3.5
19738,4.0
64462,4.0
10158,4.5
57334,5.0
70068,1.5
94083,3.0
56207,4.0
78123,5.0
18971,5.0
9392,5.0
87720,5.0
10792,3.5
65352,4.0
71340,2.0
78163,4.0
74547,2.5
94851,2.5
48047,2.0
80094,4.0
53852,3.5
27902,5.0
82038,4.0
2540,3.0
2040,4.0
4948,3.0
82987,1.5
36832,3.0
13534,5.0
1798,4.0
63421,3.0
18377,3.0
77280,1.0
12604,4.5
77737,3.0
23513,2.0
5510,2.0
70667,4.0
683,5.0
70467,1.5
37292,4.5
26510,3.5
55841,3.0
51188,5.0
48483,5.0
25575,1.0
21287,3.0
10009,3.0
5270,2.0
79721,5.0
39725,3.5
30939,4.0
20121,3.0
67565,5.0
25733,4.0
55066,3.5
53516,5.0
40035,3.5
53519,3.0
81889,2.5
96231,5.0
59608,4.0
67330,4.0
61164,4.5
59065,5.0
44549,2.5
5292,4.0
42731,3.0
47009,3.0
5853,3.5
87362,4.0
29258,4.5
92616,5.0
68884,2.0
57453,3.0
5415,4.0
6312,3.0
79574,3.5
29095,4.0
6034,2.0
52208,2.5
75082,4.0
96962,5.0
41155,2.5
2329,3.0
87535,4.0
51263,4.0
85956,4.0
58527,3.5
33614,4.5
20190,3.5
36142,4.0
71262,3.0
17962,3.5
27467,4.0
82204,3.0
87378,3.5
65980,3.0
98996,1.5
11866,4.0
48284,1.0
82665,3.5
27063,3.5
43589,3.0
43342,5.0
55318,5.0
89359,2.5
49191,3.0
7098,4.5
60958,2.0
59133,5.0
29694,3.0
15853,4.0
42222,3.0
41668,4.5
77390,4.5
14709,4.0
44414,4.0
45344,3.0
46661,3.0
88471,1.0
3756,1.0
17256,3.5
22742,4.0
39532,3.5
5987,5.0
71528,4.0
31792,4.5
29283,5.0
35318,5.0
87391,3.5
69791,3.5
2137,4.0
14021,4.0
49955,3.0
52883,4.0
85216,5.0
99476,4.0
55944,4.5
83421,3.0
69768,2.0
77067,4.0
6053,4.0
71555,4.0
58068,3.0
32290,5.0
44601,4.0
71454,4.0
89867,2.0
6865,3.0
28643,4.5
54135,4.0
41951,3.0
70053,4.0
17701,1.5
27175,4.0
26467,3.5
92686,2.5
19049,4.0
22532,1.0
100417,4.5
16203,4.0
51777,2.5
73751,3.0
24897,5.0
10665,2.0
66951,4.0
88848,4.0
49158,3.0
99702,5.0
3537,4.0
21934,4.0
58215,3.5
23993,4.0
18158,5.0
63010,3.0
46927,4.5
9247,4.0
65969,4.5
84569,5.0
92656,2.5
54679,1.5
71900,3.5
40072,2.0
98088,4.5
25293,3.5
5226,4.5
16320,5.0
74827,3.5
6533,4.0
73205,3.0
25256,4.0
16003,4.0
35390,4.0
90383,4.0
78726,3.5
28427,1.0
70864,4.0
3788,4.0
91423,3.5
77279,1.5
71988,5.0
16934,4.5
71888,4.0
7022,3.5
54956,2.5
448,2.0
68831,4.0
73846,3.0
92391,3.0
62186,5.0
10888,1.5
61770,5.0
13938,3.5
54444,5.0
39356,3.0
77545,4.0
55901,3.0
13241,4.0
27746,4.0
20830,4.0
81575,3.5
31956,3.5
57866,3.0
79912,5.0
40565,4.0
39536,3.0
34883,2.0
26629,4.5
44396,5.0
62720,3.0
19175,4.5
91018,4.0
